"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 02:52:06 GMT 2024","Mon Oct 21 02:52:08 GMT 2024","1872","tests","test_calculator","","","","test_calculator_decimal_precision[numbers1-operations1-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Mon Oct 21 02:51:35 GMT 2024","Mon Oct 21 02:51:39 GMT 2024","4082","tests","test_calculator","","","","test_calculator_negative_number_operations[numbers2-operations2--5-2.5 \xd7 -2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Mon Oct 21 02:51:38 GMT 2024","Mon Oct 21 02:51:41 GMT 2024","2723","tests","test_calculator","","","","test_calculator_basic_float_operations[numbers3-operations3-3-7.5 \xf7 2.5 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Mon Oct 21 02:51:53 GMT 2024","Mon Oct 21 02:51:55 GMT 2024","2202","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers2-operations2--5-0 - 5 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:51:47 GMT 2024","Mon Oct 21 02:51:50 GMT 2024","3607","tests","test_calculator","","","","test_calculator_negative_number_operations[numbers4-operations4--0.3--0.1 - 0.2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Mon Oct 21 02:51:27 GMT 2024","Mon Oct 21 02:51:30 GMT 2024","2786","tests","test_calculator","","","","test_basic_calculator_operations[numbers1-operations1-7-10 - 3 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Mon Oct 21 02:52:06 GMT 2024","Mon Oct 21 02:52:08 GMT 2024","2244","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[initial_numbers1-initial_operations1-next_operation1-7]","Test using the result of one operation in the next operation."
"passed","Mon Oct 21 02:51:27 GMT 2024","Mon Oct 21 02:51:30 GMT 2024","3234","tests","test_calculator","","","","test_calculator_negative_number_operations[numbers0-operations0--3.3--5.5 + 2.2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Mon Oct 21 02:51:53 GMT 2024","Mon Oct 21 02:51:55 GMT 2024","1929","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers3-operations3-5-5 - 0 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:52:08 GMT 2024","Mon Oct 21 02:52:09 GMT 2024","1788","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[initial_numbers0-initial_operations0-next_operation0-20]","Test using the result of one operation in the next operation."
"passed","Mon Oct 21 02:52:50 GMT 2024","Mon Oct 21 02:52:56 GMT 2024","5374","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[numbers1-operations1-stepwise_expressions1]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Mon Oct 21 02:51:57 GMT 2024","Mon Oct 21 02:52:00 GMT 2024","2419","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers4-operations4-0-0 \xd7 5 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:52:52 GMT 2024","Mon Oct 21 02:52:57 GMT 2024","4979","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[numbers2-operations2-stepwise_expressions2]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Mon Oct 21 02:51:27 GMT 2024","Mon Oct 21 02:51:30 GMT 2024","2981","tests","test_calculator","","","","test_basic_calculator_operations[numbers3-operations3-10-50 \xf7 5 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Mon Oct 21 02:51:52 GMT 2024","Mon Oct 21 02:51:54 GMT 2024","2559","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers0-operations0-5-0 + 5 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:52:10 GMT 2024","Mon Oct 21 02:52:13 GMT 2024","2804","tests","test_calculator","","","","test_calculator_successive_equals[initial_numbers0-initial_operations0-7]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"passed","Mon Oct 21 02:51:33 GMT 2024","Mon Oct 21 02:51:36 GMT 2024","3264","tests","test_calculator","","","","test_calculator_negative_number_operations[numbers1-operations1--13.6--10.1 - 3.5 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Mon Oct 21 02:51:56 GMT 2024","Mon Oct 21 02:52:01 GMT 2024","5112","tests","test_calculator","","","","test_calculator_large_number_operations[numbers3-operations3-1000000-1000000000000 \xf7 1000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Mon Oct 21 02:52:02 GMT 2024","Mon Oct 21 02:52:04 GMT 2024","2363","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers8-operations8-Error-0 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:52:11 GMT 2024","Mon Oct 21 02:52:14 GMT 2024","3120","tests","test_calculator","","","","test_calculator_successive_equals[initial_numbers1-initial_operations1-12]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"passed","Mon Oct 21 02:52:15 GMT 2024","Mon Oct 21 02:52:16 GMT 2024","1654","tests","test_calculator","","","","test_calculator_clear_all_functionality[numbers1-operations1-7-10 - 3 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Mon Oct 21 02:51:32 GMT 2024","Mon Oct 21 02:51:35 GMT 2024","2973","tests","test_calculator","","","","test_basic_calculator_operations[numbers2-operations2-10000-100 \xd7 100 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Mon Oct 21 02:51:45 GMT 2024","Mon Oct 21 02:51:49 GMT 2024","4091","tests","test_calculator","","","","test_calculator_large_number_operations[numbers1-operations1-999999999998-999999999999 - 1 =]","Parametrized test for calculator operations involving large numbers"
"passed","Mon Oct 21 02:51:27 GMT 2024","Mon Oct 21 02:51:29 GMT 2024","1631","tests","test_calculator","","","","test_all_buttons_calculator_present","Verify that all required buttons (digits and operations) for the calculator are present."
"passed","Mon Oct 21 02:52:04 GMT 2024","Mon Oct 21 02:52:06 GMT 2024","2297","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers6-operations6-Infinity-5 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:51:56 GMT 2024","Mon Oct 21 02:51:59 GMT 2024","2495","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers1-operations1-5-5 + 0 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:52:09 GMT 2024","Mon Oct 21 02:52:12 GMT 2024","3572","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[initial_numbers2-initial_operations2-next_operation2-23]","Test using the result of one operation in the next operation."
"passed","Mon Oct 21 02:52:12 GMT 2024","Mon Oct 21 02:52:14 GMT 2024","2523","tests","test_calculator","","","","test_calculator_clear_all_functionality[numbers0-operations0-14-5 + 9 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Mon Oct 21 02:52:52 GMT 2024","Mon Oct 21 02:52:57 GMT 2024","5115","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[numbers3-operations3-stepwise_expressions3]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Mon Oct 21 02:51:58 GMT 2024","Mon Oct 21 02:52:00 GMT 2024","2241","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers5-operations5-0-5 \xd7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:51:44 GMT 2024","Mon Oct 21 02:51:47 GMT 2024","2876","tests","test_calculator","","","","test_calculator_basic_float_operations[numbers4-operations4-0.3-0.1 + 0.2 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Mon Oct 21 02:52:01 GMT 2024","Mon Oct 21 02:52:04 GMT 2024","2617","tests","test_calculator","","","","test_calculator_operations_with_zero[numbers7-operations7-0-0 \xf7 5 =]","Parametrized test for calculator operations involving 0"
"passed","Mon Oct 21 02:51:42 GMT 2024","Mon Oct 21 02:51:45 GMT 2024","2995","tests","test_calculator","","","","test_calculator_negative_number_operations[numbers3-operations3-3--7.5 \xf7 -2.5 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Mon Oct 21 02:51:31 GMT 2024","Mon Oct 21 02:51:33 GMT 2024","2769","tests","test_calculator","","","","test_basic_calculator_operations[numbers0-operations0-11-5 + 6 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Mon Oct 21 02:51:38 GMT 2024","Mon Oct 21 02:51:41 GMT 2024","2975","tests","test_calculator","","","","test_calculator_basic_float_operations[numbers0-operations0-7.7-5.5 + 2.2 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Mon Oct 21 02:52:16 GMT 2024","Mon Oct 21 02:52:17 GMT 2024","1441","tests","test_calculator","","","","test_calculator_clear_all_functionality[numbers2-operations2-200-100 \xd7 2 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Mon Oct 21 02:51:38 GMT 2024","Mon Oct 21 02:51:43 GMT 2024","4418","tests","test_calculator","","","","test_calculator_large_number_operations[numbers0-operations0-3000000000-1000000000 + 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Mon Oct 21 02:51:49 GMT 2024","Mon Oct 21 02:51:54 GMT 2024","4868","tests","test_calculator","","","","test_calculator_large_number_operations[numbers2-operations2-1e+19-5000000000 \xd7 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Mon Oct 21 02:52:47 GMT 2024","Mon Oct 21 02:52:53 GMT 2024","5808","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[numbers0-operations0-stepwise_expressions0]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Mon Oct 21 02:52:16 GMT 2024","Mon Oct 21 02:52:17 GMT 2024","1155","tests","test_calculator","","","","test_calculator_clear_all_functionality[numbers3-operations3-10-50 \xf7 5 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Mon Oct 21 02:52:03 GMT 2024","Mon Oct 21 02:52:04 GMT 2024","975","tests","test_calculator","","","","test_calculator_decimal_precision[numbers0-operations0-0.33333333333]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Mon Oct 21 02:51:43 GMT 2024","Mon Oct 21 02:51:46 GMT 2024","3042","tests","test_calculator","","","","test_calculator_basic_float_operations[numbers1-operations1-6.6-10.1 - 3.5 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Mon Oct 21 02:51:48 GMT 2024","Mon Oct 21 02:51:51 GMT 2024","2474","tests","test_calculator","","","","test_calculator_basic_float_operations[numbers2-operations2-5-2.5 \xd7 2 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Mon Oct 21 02:51:32 GMT 2024","Mon Oct 21 02:51:36 GMT 2024","3132","tests","test_calculator","","","","test_basic_calculator_operations[numbers4-operations4-14-5 + 3 - 2 + 8 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
