"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 19 13:18:41 GMT 2024","Sat Oct 19 13:18:45 GMT 2024","4288","tests","test_calculator","","","","test_calculator_basic_float_operations[7.5-\xf7-2.5-3-7.5 \xf7 2.5 =]","Parametrized test for basic calculator operations involving float numbers"
"passed","Sat Oct 19 13:18:38 GMT 2024","Sat Oct 19 13:18:41 GMT 2024","3251","tests","test_calculator","","","","test_calculator_negative_number_operations[-7.5-\xf7--2.5-3--7.5 \xf7 -2.5 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 13:18:36 GMT 2024","Sat Oct 19 13:18:38 GMT 2024","2818","tests","test_calculator","","","","test_calculator_negative_number_operations[2.5-\xd7--2--5-2.5 \xd7 -2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 13:18:30 GMT 2024","Sat Oct 19 13:18:33 GMT 2024","2689","tests","test_calculator","","","","test_basic_calculator_operations[50-\xf7-5-10-50 \xf7 5 =]","Parametrized test for basic calculator operations: addition, subtraction, multiplication, and division"
"passed","Sat Oct 19 13:18:58 GMT 2024","Sat Oct 19 13:19:01 GMT 2024","2361","tests","test_calculator","","","","test_calculator_operations_with_zero[5-+-0-5-5 + 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 13:18:36 GMT 2024","Sat Oct 19 13:18:38 GMT 2024","2720","tests","test_calculator","","","","test_basic_calculator_operations[100-\xd7-100-10000-100 \xd7 100 =]","Parametrized test for basic calculator operations: addition, subtraction, multiplication, and division"
"passed","Sat Oct 19 13:19:11 GMT 2024","Sat Oct 19 13:19:13 GMT 2024","2218","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[8 \xf7 2-+ 3-7]","Test using the result of one operation in the next operation."
"passed","Sat Oct 19 13:19:09 GMT 2024","Sat Oct 19 13:19:10 GMT 2024","1520","tests","test_calculator","","","","test_calculator_decimal_precision[10-\xf7-6-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Sat Oct 19 13:18:57 GMT 2024","Sat Oct 19 13:19:00 GMT 2024","2681","tests","test_calculator","","","","test_calculator_operations_with_zero[0-+-5-5-0 + 5 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 13:19:15 GMT 2024","Sat Oct 19 13:19:16 GMT 2024","1136","tests","test_calculator","","","","test_calculator_successive_equals[4 \xd7 3-12]","Test that pressing equal repeatedly does not change the result in Google Calculator."
