"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Oct 19 13:23:02 GMT 2024","Sat Oct 19 13:23:04 GMT 2024","2326","tests","test_calculator","","","","test_calculator_operations_with_zero[0-+-5-5-0 + 5 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 13:22:41 GMT 2024","Sat Oct 19 13:22:43 GMT 2024","1783","tests","test_calculator","","","","test_all_buttons_calculator_present","Verify that all required buttons (digits and operations) for the calculator are present."
"passed","Sat Oct 19 13:23:15 GMT 2024","Sat Oct 19 13:23:16 GMT 2024","1354","tests","test_calculator","","","","test_calculator_decimal_precision[1-\xf7-3-0.33333333333]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Sat Oct 19 13:23:19 GMT 2024","Sat Oct 19 13:23:21 GMT 2024","2520","tests","test_calculator","","","","test_calculator_successive_equals[5 + 2-7]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"failed","Sat Oct 19 13:22:53 GMT 2024","Sat Oct 19 13:22:56 GMT 2024","2959","tests","test_calculator","","","","test_calculator_negative_number_operations[-0.1-+--0.2--0.3--0.1 - 0.2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 13:23:16 GMT 2024","Sat Oct 19 13:23:18 GMT 2024","2199","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[5 + 5-\xd7 2-20]","Test using the result of one operation in the next operation."
"failed","Sat Oct 19 13:23:12 GMT 2024","Sat Oct 19 13:23:13 GMT 2024","1850","tests","test_calculator","","","","test_calculator_operations_with_zero[0-\xf7-5-0-0 \xf7 5 =]","Parametrized test for calculator operations involving 0"
"failed","Sat Oct 19 13:22:55 GMT 2024","Sat Oct 19 13:22:58 GMT 2024","3004","tests","test_calculator","","","","test_calculator_basic_float_operations[10.1---3.5-6.6-10.1 - 3.5 =]","Parametrized test for basic calculator operations involving float numbers"
"passed","Sat Oct 19 13:23:15 GMT 2024","Sat Oct 19 13:23:16 GMT 2024","1560","tests","test_calculator","","","","test_calculator_decimal_precision[10-\xf7-6-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"failed","Sat Oct 19 13:22:51 GMT 2024","Sat Oct 19 13:22:53 GMT 2024","2849","tests","test_calculator","","","","test_calculator_basic_float_operations[5.5-+-2.2-7.7-5.5 + 2.2 =]","Parametrized test for basic calculator operations involving float numbers"
"failed","Sat Oct 19 13:22:41 GMT 2024","Sat Oct 19 13:22:44 GMT 2024","3321","tests","test_calculator","","","","test_calculator_negative_number_operations[-10.1---3.5--13.6--10.1 - 3.5 =]","Parametrized test for calculator operations involving negative numbers"
