"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 19 23:27:33 GMT 2024","Tue Nov 19 23:27:36 GMT 2024","3147","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers0-operations0-7.7-5.5 + 2.2 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Tue Nov 19 23:27:39 GMT 2024","Tue Nov 19 23:27:41 GMT 2024","2407","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers1-operations1-6.6-10.1 - 3.5 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Tue Nov 19 23:27:32 GMT 2024","Tue Nov 19 23:27:36 GMT 2024","4261","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers0-operations0-3000000000-1000000000 + 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Tue Nov 19 23:28:04 GMT 2024","Tue Nov 19 23:28:07 GMT 2024","2917","tests","test_calculator","","","","test_calculator_successive_equals[chromium-initial_numbers0-initial_operations0-7]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"passed","Tue Nov 19 23:27:37 GMT 2024","Tue Nov 19 23:27:39 GMT 2024","2270","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers4-operations4-0.3-0.1 + 0.2 =]","Parametrized test for basic calculator operations with float numbers"
"passed","Tue Nov 19 23:27:27 GMT 2024","Tue Nov 19 23:27:29 GMT 2024","1316","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers0-operations0-11-5 + 6 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Tue Nov 19 23:28:11 GMT 2024","Tue Nov 19 23:28:14 GMT 2024","2655","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers2-operations2-200-100 \xd7 2 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Tue Nov 19 23:27:32 GMT 2024","Tue Nov 19 23:27:34 GMT 2024","2937","tests","test_calculator","","","","test_calculator_negative_number_operations[chromium-numbers2-operations2--5-2.5 \xd7 -2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Tue Nov 19 23:28:12 GMT 2024","Tue Nov 19 23:28:15 GMT 2024","2431","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[chromium-numbers0-operations0-stepwise_expressions0]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Tue Nov 19 23:27:43 GMT 2024","Tue Nov 19 23:27:46 GMT 2024","2610","tests","test_calculator","","","","test_calculator_negative_number_operations[chromium-numbers4-operations4--0.3--0.1 - 0.2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Tue Nov 19 23:27:22 GMT 2024","Tue Nov 19 23:27:24 GMT 2024","2104","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers1-operations1-7-10 - 3 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Tue Nov 19 23:28:07 GMT 2024","Tue Nov 19 23:28:09 GMT 2024","2210","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers1-operations1-7-10 - 3 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Tue Nov 19 23:27:48 GMT 2024","Tue Nov 19 23:27:50 GMT 2024","1527","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers2-operations2--5-0 - 5 =]","Parametrized test for calculator operations involving 0"
"passed","Tue Nov 19 23:27:23 GMT 2024","Tue Nov 19 23:27:25 GMT 2024","2306","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers3-operations3-10-50 \xf7 5 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Tue Nov 19 23:27:53 GMT 2024","Tue Nov 19 23:27:55 GMT 2024","1677","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers4-operations4-0-0 \xd7 5 =]","Parametrized test for calculator operations involving 0"
"passed","Tue Nov 19 23:27:42 GMT 2024","Tue Nov 19 23:27:47 GMT 2024","4646","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers2-operations2-1e+19-5000000000 \xd7 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Tue Nov 19 23:27:49 GMT 2024","Tue Nov 19 23:27:51 GMT 2024","1588","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers3-operations3-5-5 - 0 =]","Parametrized test for calculator operations involving 0"
"passed","Tue Nov 19 23:27:27 GMT 2024","Tue Nov 19 23:27:30 GMT 2024","2238","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers4-operations4-14-5 + 3 - 2 + 8 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"passed","Tue Nov 19 23:27:39 GMT 2024","Tue Nov 19 23:27:43 GMT 2024","3548","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers1-operations1-999999999998-999999999999 - 1 =]","Parametrized test for calculator operations involving large numbers"
"passed","Tue Nov 19 23:28:07 GMT 2024","Tue Nov 19 23:28:09 GMT 2024","2277","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers0-operations0-14-5 + 9 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Tue Nov 19 23:27:58 GMT 2024","Tue Nov 19 23:28:00 GMT 2024","1501","tests","test_calculator","","","","test_calculator_decimal_precision[chromium-numbers0-operations0-0.33333333333]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Tue Nov 19 23:28:12 GMT 2024","Tue Nov 19 23:28:14 GMT 2024","2366","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers3-operations3-10-50 \xf7 5 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"passed","Tue Nov 19 23:27:51 GMT 2024","Tue Nov 19 23:27:53 GMT 2024","1457","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers1-operations1-5-5 + 0 =]","Parametrized test for calculator operations involving 0"
"passed","Tue Nov 19 23:27:58 GMT 2024","Tue Nov 19 23:27:59 GMT 2024","1613","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers6-operations6-Infinity-5 \xf7 0 =]","Parametrized test for calculator operations involving 0"
