"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 19 03:05:28 GMT 2024","Sat Oct 19 03:05:30 GMT 2024","2556","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[10 \xd7 2-+ 3-23]","Test using the result of one operation in the next operation."
"passed","Sat Oct 19 03:04:44 GMT 2024","Sat Oct 19 03:04:46 GMT 2024","1732","tests","test_calculator","","","","test_all_buttons_calculator_present","Verify that all required buttons (digits and operations) for the calculator are present."
"passed","Sat Oct 19 03:05:18 GMT 2024","Sat Oct 19 03:05:20 GMT 2024","2489","tests","test_calculator","","","","test_calculator_operations_with_zero[5-\xd7-0-0-5 \xd7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 03:04:45 GMT 2024","Sat Oct 19 03:04:48 GMT 2024","3447","tests","test_calculator","","","","test_calculator_negative_number_operations[-10.1---3.5--13.6--10.1 - 3.5 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 03:05:25 GMT 2024","Sat Oct 19 03:05:28 GMT 2024","2766","tests","test_calculator","","","","test_calculator_decimal_precision[10-\xf7-6-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Sat Oct 19 03:05:13 GMT 2024","Sat Oct 19 03:05:15 GMT 2024","2187","tests","test_calculator","","","","test_calculator_operations_with_zero[5-+-0-5-5 + 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 03:05:18 GMT 2024","Sat Oct 19 03:05:21 GMT 2024","2360","tests","test_calculator","","","","test_calculator_operations_with_zero[0---5--5-0 - 5 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 03:04:50 GMT 2024","Sat Oct 19 03:04:53 GMT 2024","3496","tests","test_calculator","","","","test_calculator_negative_number_operations[-5.5-+-2.2--3.3--5.5 + 2.2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 03:04:53 GMT 2024","Sat Oct 19 03:04:56 GMT 2024","3014","tests","test_calculator","","","","test_calculator_negative_number_operations[-7.5-\xf7--2.5-3--7.5 \xf7 -2.5 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 03:05:05 GMT 2024","Sat Oct 19 03:05:10 GMT 2024","4945","tests","test_calculator","","","","test_calculator_large_number_operations[999999999999---1-999999999998-999999999999 - 1 =]","Parametrized test for calculator operations involving large numbers"
"passed","Sat Oct 19 03:05:32 GMT 2024","Sat Oct 19 03:05:33 GMT 2024","1559","tests","test_calculator","","","","test_calculator_successive_equals[4 \xd7 3-12]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"passed","Sat Oct 19 03:05:10 GMT 2024","Sat Oct 19 03:05:16 GMT 2024","6220","tests","test_calculator","","","","test_calculator_large_number_operations[5000000000-\xd7-2000000000-1e+19-5000000000 \xd7 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Sat Oct 19 03:05:23 GMT 2024","Sat Oct 19 03:05:26 GMT 2024","3263","tests","test_calculator","","","","test_calculator_operations_with_zero[0-\xf7-0-Error-0 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 03:04:56 GMT 2024","Sat Oct 19 03:05:00 GMT 2024","3627","tests","test_calculator","","","","test_calculator_basic_float_operations[2.5-\xd7-2-5-2.5 \xd7 2 =]","Parametrized test for basic calculator operations involving float numbers"
"passed","Sat Oct 19 03:05:29 GMT 2024","Sat Oct 19 03:05:31 GMT 2024","2186","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[8 \xf7 2-+ 3-7]","Test using the result of one operation in the next operation."
"passed","Sat Oct 19 03:05:19 GMT 2024","Sat Oct 19 03:05:22 GMT 2024","2198","tests","test_calculator","","","","test_calculator_operations_with_zero[0-\xd7-5-0-0 \xd7 5 =]","Parametrized test for calculator operations involving 0"
