"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers6-operations6-Infinity-5 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:12 GMT 2024","Tue Nov 19 23:22:12 GMT 2024","0","tests","test_calculator","","","","test_all_buttons_calculator_present[chromium]","Verify that all required buttons (digits and operations) for the calculator are present."
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers2-operations2-1e+19-5000000000 \xd7 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_successive_equals[chromium-initial_numbers1-initial_operations1-12]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers4-operations4-14-5 + 3 - 2 + 8 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"broken","Tue Nov 19 23:22:15 GMT 2024","Tue Nov 19 23:22:15 GMT 2024","0","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[chromium-numbers1-operations1-stepwise_expressions1]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"broken","Tue Nov 19 23:22:15 GMT 2024","Tue Nov 19 23:22:15 GMT 2024","0","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[chromium-numbers0-operations0-stepwise_expressions0]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers0-operations0-5-0 + 5 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:15 GMT 2024","Tue Nov 19 23:22:15 GMT 2024","0","tests","test_calculator","","","","test_calculator_step_by_step_cleaning[chromium-numbers2-operations2-stepwise_expressions2]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"broken","Tue Nov 19 23:22:12 GMT 2024","Tue Nov 19 23:22:12 GMT 2024","0","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers3-operations3-10-50 \xf7 5 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_negative_number_operations[chromium-numbers1-operations1--13.6--10.1 - 3.5 =]","Parametrized test for calculator operations involving negative numbers"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_negative_number_operations[chromium-numbers4-operations4--0.3--0.1 - 0.2 =]","Parametrized test for calculator operations involving negative numbers"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[chromium-initial_numbers1-initial_operations1-next_operation1-7]","Test using the result of one operation in the next operation."
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers3-operations3-5-5 - 0 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers5-operations5-0-5 \xd7 0 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers3-operations3-3-7.5 \xf7 2.5 =]","Parametrized test for basic calculator operations with float numbers"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers4-operations4-0.3-0.1 + 0.2 =]","Parametrized test for basic calculator operations with float numbers"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers0-operations0-3000000000-1000000000 + 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers0-operations0-14-5 + 9 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers1-operations1-5-5 + 0 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers1-operations1-6.6-10.1 - 3.5 =]","Parametrized test for basic calculator operations with float numbers"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_decimal_precision[chromium-numbers1-operations1-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers2-operations2-5-2.5 \xd7 2 =]","Parametrized test for basic calculator operations with float numbers"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_negative_number_operations[chromium-numbers3-operations3-3--7.5 \xf7 -2.5 =]","Parametrized test for calculator operations involving negative numbers"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers2-operations2-10000-100 \xd7 100 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[chromium-initial_numbers0-initial_operations0-next_operation0-20]","Test using the result of one operation in the next operation."
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_calculator_basic_float_operations[chromium-numbers0-operations0-7.7-5.5 + 2.2 =]","Parametrized test for basic calculator operations with float numbers"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers4-operations4-0-0 \xd7 5 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:13 GMT 2024","Tue Nov 19 23:22:13 GMT 2024","0","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers0-operations0-11-5 + 6 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_clear_all_functionality[chromium-numbers1-operations1-7-10 - 3 =]","
    Parametrized test to verify the 'Clear All' (AC) functionality after operations.
    "
"broken","Tue Nov 19 23:22:12 GMT 2024","Tue Nov 19 23:22:12 GMT 2024","0","tests","test_calculator","","","","test_basic_calculator_operations[chromium-numbers1-operations1-7-10 - 3 =]","Parametrized test for basic calculator operations with multiple numbers and operations"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_operations_with_zero[chromium-numbers8-operations8-Error-0 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[chromium-initial_numbers2-initial_operations2-next_operation2-23]","Test using the result of one operation in the next operation."
"broken","Tue Nov 19 23:22:14 GMT 2024","Tue Nov 19 23:22:14 GMT 2024","0","tests","test_calculator","","","","test_calculator_large_number_operations[chromium-numbers3-operations3-1000000-1000000000000 \xf7 1000000 =]","Parametrized test for calculator operations involving large numbers"
