"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 19 14:31:12 GMT 2024","Sat Oct 19 14:31:15 GMT 2024","2492","tests","test_calculator","","","","test_calculator_operations_with_zero[5-\xf7-0-Infinity-5 \xf7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 14:30:46 GMT 2024","Sat Oct 19 14:30:48 GMT 2024","2592","tests","test_calculator","","","","test_basic_calculator_operations[5-+-6-11-5 + 6 =]","Parametrized test for basic calculator operations: addition, subtraction, multiplication, and division"
"passed","Sat Oct 19 14:31:15 GMT 2024","Sat Oct 19 14:31:19 GMT 2024","3708","tests","test_calculator","","","","test_calculator_operations_with_zero[0-\xf7-5-0-0 \xf7 5 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 14:31:23 GMT 2024","Sat Oct 19 14:31:25 GMT 2024","2025","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[5 + 5-\xd7 2-20]","Test using the result of one operation in the next operation."
"passed","Sat Oct 19 14:31:07 GMT 2024","Sat Oct 19 14:31:10 GMT 2024","2237","tests","test_calculator","","","","test_calculator_operations_with_zero[5---0-5-5 - 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 14:30:58 GMT 2024","Sat Oct 19 14:31:03 GMT 2024","4831","tests","test_calculator","","","","test_calculator_large_number_operations[1000000000-+-2000000000-3000000000-1000000000 + 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Sat Oct 19 14:31:35 GMT 2024","Sat Oct 19 14:31:40 GMT 2024","5010","tests","test_calculator","","","","test_calculator_step_by_step_cleaning_without_equal[5-\xf7-5-stepwise_expressions3]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Sat Oct 19 14:30:53 GMT 2024","Sat Oct 19 14:30:57 GMT 2024","3860","tests","test_calculator","","","","test_calculator_large_number_operations[999999999999---1-999999999998-999999999999 - 1 =]","Parametrized test for calculator operations involving large numbers"
"passed","Sat Oct 19 14:31:21 GMT 2024","Sat Oct 19 14:31:24 GMT 2024","2720","tests","test_calculator","","","","test_calculator_successive_equals[5 + 2-7]","Test that pressing equal repeatedly does not change the result in Google Calculator."
"passed","Sat Oct 19 14:31:32 GMT 2024","Sat Oct 19 14:31:39 GMT 2024","6708","tests","test_calculator","","","","test_calculator_step_by_step_cleaning_without_equal[5---3-stepwise_expressions1]","
    Parametrized test to verify step-by-step clearing of the calculator expression
    after entering the operation and the second number, but without pressing the equal button.
    The expression should reduce step by step until fully cleared.
    "
"passed","Sat Oct 19 14:31:11 GMT 2024","Sat Oct 19 14:31:14 GMT 2024","2850","tests","test_calculator","","","","test_calculator_operations_with_zero[5-\xd7-0-0-5 \xd7 0 =]","Parametrized test for calculator operations involving 0"
"passed","Sat Oct 19 14:31:17 GMT 2024","Sat Oct 19 14:31:19 GMT 2024","1660","tests","test_calculator","","","","test_calculator_decimal_precision[10-\xf7-6-1.66666666667]","Test calculator precision for long decimal results like 1 ÷ 3."
"passed","Sat Oct 19 14:30:59 GMT 2024","Sat Oct 19 14:31:04 GMT 2024","5060","tests","test_calculator","","","","test_calculator_large_number_operations[5000000000-\xd7-2000000000-1e+19-5000000000 \xd7 2000000000 =]","Parametrized test for calculator operations involving large numbers"
"passed","Sat Oct 19 14:31:26 GMT 2024","Sat Oct 19 14:31:29 GMT 2024","2145","tests","test_calculator","","","","test_calculator_clean_functionality[5-+-9-14-5 + 9 =]","
    Parametrized test to verify the 'Clean Entry' (CE) functionality after operations.
    "
