"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Oct 19 13:26:07 GMT 2024","Sat Oct 19 13:26:12 GMT 2024","5617","tests","test_calculator","","","","test_calculator_large_number_operations[999999999999---1-999999999998-999999999999 - 1 =]","Parametrized test for calculator operations involving large numbers"
"failed","Sat Oct 19 13:25:57 GMT 2024","Sat Oct 19 13:26:00 GMT 2024","3711","tests","test_calculator","","","","test_calculator_basic_float_operations[2.5-\xd7-2-5-2.5 \xd7 2 =]","Parametrized test for basic calculator operations involving float numbers"
"failed","Sat Oct 19 13:25:49 GMT 2024","Sat Oct 19 13:25:51 GMT 2024","2353","tests","test_calculator","","","","test_basic_calculator_operations[5-+-6-11-5 + 6 =]","Parametrized test for basic calculator operations: addition, subtraction, multiplication, and division"
"failed","Sat Oct 19 13:25:46 GMT 2024","Sat Oct 19 13:25:49 GMT 2024","3297","tests","test_calculator","","","","test_calculator_negative_number_operations[-10.1---3.5--13.6--10.1 - 3.5 =]","Parametrized test for calculator operations involving negative numbers"
"failed","Sat Oct 19 13:25:46 GMT 2024","Sat Oct 19 13:25:49 GMT 2024","2677","tests","test_calculator","","","","test_basic_calculator_operations[50-\xf7-5-10-50 \xf7 5 =]","Parametrized test for basic calculator operations: addition, subtraction, multiplication, and division"
"failed","Sat Oct 19 13:25:51 GMT 2024","Sat Oct 19 13:25:55 GMT 2024","3463","tests","test_calculator","","","","test_calculator_negative_number_operations[2.5-\xd7--2--5-2.5 \xd7 -2 =]","Parametrized test for calculator operations involving negative numbers"
"passed","Sat Oct 19 13:26:27 GMT 2024","Sat Oct 19 13:26:29 GMT 2024","2418","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[5 + 5-\xd7 2-20]","Test using the result of one operation in the next operation."
"passed","Sat Oct 19 13:26:28 GMT 2024","Sat Oct 19 13:26:30 GMT 2024","2027","tests","test_calculator","","","","test_calculator_use_result_in_next_operation[8 \xf7 2-+ 3-7]","Test using the result of one operation in the next operation."
"failed","Sat Oct 19 13:26:09 GMT 2024","Sat Oct 19 13:26:15 GMT 2024","5573","tests","test_calculator","","","","test_calculator_large_number_operations[1000000000000-\xf7-1000000-1000000-1000000000000 \xf7 1000000 =]","Parametrized test for calculator operations involving large numbers"
"failed","Sat Oct 19 13:26:18 GMT 2024","Sat Oct 19 13:26:20 GMT 2024","2294","tests","test_calculator","","","","test_calculator_operations_with_zero[0-\xd7-5-0-0 \xd7 5 =]","Parametrized test for calculator operations involving 0"
